,Algorithm,Dataset,MAE,MSE,Score,MAE-train,MSE-train,Score-train,Seasonal-value
48,Bagging-X,dataset_n_outliers_representative,0.06168777753535281,0.007066500578703009,0.03437713905702791,0.02737635557499752,0.0013360228441707139,0.014356189209584118,15
49,Bagging-X,dataset_n_outliers_generated,0.02146681323412453,0.0008504943442470284,0.011158653789185779,0.02857965401817975,0.0015780789289191392,0.015078866473549444,15
50,Bagging-X,dataset_n_outliers_diff1,0.03136834274185296,0.0017811625405321524,0.016574752641192556,0.014290813256999182,0.00036759526972205336,0.007329204263360618,15
51,Bagging-X,dataset_n_outliers_diff2,0.03999439095410982,0.0027536334008086603,0.02137401217745924,0.01824546417703256,0.0005742696584308326,0.009409866917731697,15
52,Bagging-X,dataset_n_outliers_sqrt,0.023085612503473362,0.001001544821778696,0.01204357866262603,0.0104110203602109,0.00020730059120547978,0.005309160475708189,15
53,Bagging-X,dataset_n_outliers_log,0.0696822879542805,0.011492927480274697,0.040587607717277596,0.031567278041823216,0.0024155205278998497,0.016991399284861534,15
54,Ada-Boost-X,dataset_n,0.03158244013995833,0.0017976083989119586,0.016690024269435146,3.531499093053443e-05,2.116356558539485e-07,1.776331329319419e-05,1
55,Ada-Boost-X,dataset_n_outliers,0.03158244013995833,0.0017976083989119586,0.016690024269435146,3.531499093053443e-05,2.116356558539485e-07,1.776331329319419e-05,1
56,Ada-Boost-X,dataset_n_outliers_l,0.03175855996043379,0.0018253245893248087,0.016791942274879297,4.6190674067992724e-05,3.390069703318512e-07,2.3264840519162286e-05,1
57,Ada-Boost-X,dataset_n_outliers_representative,0.05741977141652995,0.006568584699870007,0.03199417805819998,0.00016825177937565834,1.1915524420806045e-06,8.472166590886947e-05,1
58,Ada-Boost-X,dataset_n_outliers_generated,0.005304190325834857,0.0002935974371673525,0.0027988938815011045,0.0003062256450349134,4.394105574446273e-06,0.00015530987530467985,1
59,Ada-Boost-X,dataset_n_outliers_diff1,0.029401019707584915,0.0015981597299978,0.015499589718791357,2.9361826808993604e-05,1.7793407930910096e-07,1.4769880444151353e-05,1
60,Ada-Boost-X,dataset_n_outliers_diff2,0.04411017375740689,0.0033184651093551066,0.023714319433381,1.7601160738603068e-05,1.189863962255838e-07,8.860073567414327e-06,1
61,Ada-Boost-X,dataset_n_outliers_sqrt,0.023090019940519242,0.0011108857831982919,0.012100452861858768,5.1550759800022106e-05,2.778912190558389e-07,2.5914325509538973e-05,1
62,Ada-Boost-X,dataset_n_outliers_log,0.07420967826162198,0.020741982239121978,0.04747583025037198,0.00024778870616048553,3.3742189568266495e-06,0.00012558146255865608,1
63,Ada-Boost-X,dataset_n,0.03248817325102178,0.0018648645339914762,0.01717651889250663,2.760300705646704e-05,2.3056642879951672e-07,1.3916786742633279e-05,7
64,Ada-Boost-X,dataset_n_outliers,0.03248817325102178,0.0018648645339914762,0.01717651889250663,2.760300705646704e-05,2.3056642879951672e-07,1.3916786742633279e-05,7
65,Ada-Boost-X,dataset_n_outliers_l,0.032360361877099786,0.0018179089473891546,0.01708913541224447,2.2099099959905993e-05,1.2818083676159974e-07,1.1113640398333797e-05,7
66,Ada-Boost-X,dataset_n_outliers_representative,0.06507830641881411,0.008169755994770798,0.03662403120679245,8.715586959630253e-05,6.728900516325018e-07,4.391437982396752e-05,7
67,Ada-Boost-X,dataset_n_outliers_generated,0.0066208001016824095,0.0003413129220319155,0.0034810565118571623,0.00015669164551086954,1.9894127791168167e-06,7.934052914499317e-05,7
68,Ada-Boost-X,dataset_n_outliers_diff1,0.030753673246688935,0.0017125626964002681,0.0162331179715446,6.558029629453058e-06,2.5248971012616937e-08,3.2916393002328373e-06,7
69,Ada-Boost-X,dataset_n_outliers_diff2,0.03878858777995157,0.0026420647064981364,0.020715326243224853,5.536282882881099e-06,2.7431983147903637e-08,2.7818574330145013e-06,7
70,Ada-Boost-X,dataset_n_outliers_sqrt,0.023197065940773486,0.001024971366595709,0.012111018653684597,1.845589219783565e-05,8.182413585583454e-08,9.268858166845742e-06,7
71,Ada-Boost-X,dataset_n_outliers_log,0.07154780698440881,0.012380725974900541,0.04196426647965468,0.00015332924486924736,1.6952397182556373e-06,7.75122422937515e-05,7
72,Ada-Boost-X,dataset_n,0.03227899649388344,0.0018152154046476346,0.017047105949265538,9.859231167910455e-06,4.851285855919073e-08,4.953872013234823e-06,15
73,Ada-Boost-X,dataset_n_outliers,0.03227899649388344,0.0018152154046476346,0.017047105949265538,9.859231167910455e-06,4.851285855919073e-08,4.953872013234823e-06,15
74,Ada-Boost-X,dataset_n_outliers_l,0.031994990157147025,0.0017805503346918627,0.016887770245919444,2.0990431628238536e-05,1.293832036290409e-07,1.0559907415933788e-05,15
75,Ada-Boost-X,dataset_n_outliers_representative,0.06324535263855957,0.007120881264040908,0.03518311695130024,0.0,0.0,0.0,15
76,Ada-Boost-X,dataset_n_outliers_generated,0.00748303320913289,0.0004915560314203063,0.003987294620276598,0.0001704778789984229,1.947640089912617e-06,8.621275954416775e-05,15
77,Ada-Boost-X,dataset_n_outliers_diff1,0.03169133026296084,0.0018034528978248467,0.016747391580392842,3.090825962005373e-06,1.9789316481075374e-08,1.555307639243224e-06,15
78,Ada-Boost-X,dataset_n_outliers_diff2,0.04007910359064702,0.0027643734809726724,0.021421738535809847,4.155212698489219e-06,1.9742671773295286e-08,2.0874776851312573e-06,15
79,Ada-Boost-X,dataset_n_outliers_sqrt,0.022889818437040698,0.0010034986357861076,0.011946658536413402,1.4922194818548806e-05,5.600440096971104e-08,7.489099609759258e-06,15
80,Ada-Boost-X,dataset_n_outliers_log,0.07089284900876927,0.012204789556987767,0.04154881928287852,0.0001433666348249746,1.6611195909289006e-06,7.251387720795175e-05,15
81,Gradient-Boosting-Regressor-X,dataset_n,0.032707908692051695,0.0018903436661009971,0.017299126179076346,0.001895737218486921,6.621280543511907e-06,0.0009511792495152165,1
82,Gradient-Boosting-Regressor-X,dataset_n_outliers,0.032707908692051695,0.0018903436661009971,0.017299126179076346,0.001895737218486921,6.621280543511907e-06,0.0009511792495152165,1
83,Gradient-Boosting-Regressor-X,dataset_n_outliers_l,0.03202022234820565,0.0017978279842393776,0.016909025166222516,0.0027390698832851805,1.3583199215427507e-05,0.0013763265412503039,1
84,Gradient-Boosting-Regressor-X,dataset_n_outliers_representative,0.0705020490837222,0.008209828730452591,0.0393559389070874,0.0012964938717446124,3.495640640656677e-06,0.0006499947561926345,1
85,Gradient-Boosting-Regressor-X,dataset_n_outliers_generated,0.016631778847748756,0.0007712311996332645,0.008701505023691011,0.013832072254626277,0.00035531973680018986,0.007093695995713234,1
86,Gradient-Boosting-Regressor-X,dataset_n_outliers_diff1,0.030263064299968258,0.0016872346865662437,0.01597514949326725,0.003890758636372828,2.7853923360066107e-05,0.001959306279866447,1
87,Gradient-Boosting-Regressor-X,dataset_n_outliers_diff2,0.04366495386423649,0.0032620504635153974,0.02346350216387594,0.005279999095295968,5.3710416657690106e-05,0.002666854755976829,1
88,Gradient-Boosting-Regressor-X,dataset_n_outliers_sqrt,0.023500951914884043,0.0011187972725235792,0.01230987459370381,0.0014973610736730878,4.088941553155291e-06,0.0007507250076131216,1
89,Gradient-Boosting-Regressor-X,dataset_n_outliers_log,0.08107890562146929,0.02339984090825741,0.052239373264863345,0.005163714954296338,5.0772493997528066e-05,0.002607243724146933,1
90,Gradient-Boosting-Regressor-X,dataset_n,0.034370993835583334,0.0019992582165953123,0.018185126026089325,0.0004896183594632513,4.649397373343553e-07,0.0002450416496002928,7
91,Gradient-Boosting-Regressor-X,dataset_n_outliers,0.034370993835583334,0.0019992582165953123,0.018185126026089325,0.0004896183594632513,4.649397373343553e-07,0.0002450416496002928,7
92,Gradient-Boosting-Regressor-X,dataset_n_outliers_l,0.03401270097776518,0.0019550079151292353,0.01798385444644721,0.0007661593520823112,1.1213639406552541e-06,0.00038364035801148323,7
93,Gradient-Boosting-Regressor-X,dataset_n_outliers_representative,0.09355485646020745,0.01348694355125058,0.05352090000572901,0.0003068591541270912,1.989436505587989e-07,0.000153529048888825,7
94,Gradient-Boosting-Regressor-X,dataset_n_outliers_generated,0.015328352757616836,0.0007261081885597049,0.00802723047308827,0.007019324584862472,8.951658451341694e-05,0.0035544205846879447,7
95,Gradient-Boosting-Regressor-X,dataset_n_outliers_diff1,0.03209145389277208,0.001857733508962114,0.016974593700867097,0.0011064281319225426,2.50274802575252e-06,0.0005544654399741476,7
96,Gradient-Boosting-Regressor-X,dataset_n_outliers_diff2,0.03874984427785459,0.002581335131464797,0.020665589704659693,0.0008590798394929238,1.4486914775441144e-06,0.0004302642654852339,7
97,Gradient-Boosting-Regressor-X,dataset_n_outliers_sqrt,0.024836779019018523,0.0011367808464589875,0.012986779932738755,0.0003764041834599217,2.668900204229482e-07,0.0001883355367401723,7
98,Gradient-Boosting-Regressor-X,dataset_n_outliers_log,0.07410503898628316,0.013042024884905612,0.043573531935594385,0.001771335591325635,5.906182277876047e-06,0.0008886208868017555,7
99,Gradient-Boosting-Regressor-X,dataset_n,0.035329232894741505,0.002129570400170376,0.01872940164745594,0.00034235146675379053,2.1764929722997356e-07,0.00017128455802551025,15
100,Gradient-Boosting-Regressor-X,dataset_n_outliers,0.035329232894741505,0.002129570400170376,0.01872940164745594,0.00034235146675379053,2.1764929722997356e-07,0.00017128455802551025,15
101,Gradient-Boosting-Regressor-X,dataset_n_outliers_l,0.034230180003511926,0.001983208582044603,0.018106694292778263,0.00044197506656286736,3.721193989141338e-07,0.00022117359298089075,15
102,Gradient-Boosting-Regressor-X,dataset_n_outliers_representative,0.0848108557769227,0.011338079832098577,0.048074467804510634,0.00018713661375164648,7.589373807086322e-08,9.360625374485867e-05,15
103,Gradient-Boosting-Regressor-X,dataset_n_outliers_generated,0.010915237313404606,0.00041507770839434776,0.005665157510899477,0.004989222422217892,4.344233355407505e-05,0.002516332377885984,15
104,Gradient-Boosting-Regressor-X,dataset_n_outliers_diff1,0.03458206662108139,0.002119418515931291,0.01835074256850634,0.0007554670033134309,1.103213272186488e-06,0.0003782851082928087,15
105,Gradient-Boosting-Regressor-X,dataset_n_outliers_diff2,0.040705061909116616,0.002837436205156438,0.021771249057136528,0.0006985515328536431,9.495767888893597e-07,0.0003497505548212662,15
106,Gradient-Boosting-Regressor-X,dataset_n_outliers_sqrt,0.025348555960805364,0.0011577033427395092,0.013253129651772437,0.00024975354678914176,1.1601921626110949e-07,0.00012493478300270143,15
107,Gradient-Boosting-Regressor-X,dataset_n_outliers_log,0.07576129750097194,0.013232053426511884,0.04449667546374191,0.001051447100547084,2.0602047015596764e-06,0.0005267536526243218,15
