Algorithm,Dataset,MAE,MSE,Score,MAE-train,MSE-train,Score-train,Seasonal-value
Simple-smoothing,dataset,7.695802543626032,92.49780071769162,50.096801630658824,2.3094817536973147,7.866886146457128,5.088183950077221,7D
Simple-smoothing,dataset_outliers,7.695802543626032,92.49780071769162,50.096801630658824,2.3094817536973147,7.866886146457128,5.088183950077221,7D
Simple-smoothing,dataset_outliers_l,7.695802543626032,92.49780071769162,50.096801630658824,2.3094817536973147,7.866886146457128,5.088183950077221,7D
Simple-smoothing,dataset_outliers_generated,7.069223780938564,84.48306144899624,45.7761426149674,2.6565574824666482,12.23731427598953,7.446935879228089,7D
Simple-smoothing,dataset_outliers_diff1,1.1040236442143394,2.062856319286391,1.5834399817503653,1.1360958994513684,2.325113059470272,1.73060447946082,7D
Simple-smoothing,dataset_outliers_diff2,1.6221315856858602,4.559886158189251,3.0910088719375555,1.691672043228571,4.734816813428959,3.213244428328765,7D
Simple-smoothing,dataset_outliers_sqrt,0.7756921086294464,0.9704774713495237,0.873084789989485,0.24057208693659543,0.09019706601815553,0.16538457647737548,7D
Simple-smoothing,dataset_outliers_log,0.3164435304692928,0.16911951453765364,0.24278152250347323,0.10384832744424198,0.01896741830130627,0.061407872872774126,7D
Simple-smoothing,dataset,6.9158049835145485,72.2436430079024,39.57972399570848,2.648538683876099,11.126518386714817,6.887528535295458,15D
Simple-smoothing,dataset_outliers,6.9158049835145485,72.2436430079024,39.57972399570848,2.648538683876099,11.126518386714817,6.887528535295458,15D
Simple-smoothing,dataset_outliers_l,6.9158049835145485,72.2436430079024,39.57972399570848,2.648538683876099,11.126518386714817,6.887528535295458,15D
Simple-smoothing,dataset_outliers_generated,6.767100565439364,73.76037236907447,40.26373646725692,3.1247872844211613,15.807631918476247,9.466209601448703,15D
Simple-smoothing,dataset_outliers_diff1,1.3126628990013913,2.8360245004748093,2.0743436997381,1.1007577527006085,1.7485616535731787,1.4246597031368937,15D
Simple-smoothing,dataset_outliers_diff2,1.5816794316243041,4.217609330041006,2.8996443808326546,1.3397237549667094,2.8198920978036766,2.079807926385193,15D
Simple-smoothing,dataset_outliers_sqrt,0.7096984450699096,0.8013646478129031,0.7555315464414063,0.2760101236141334,0.12520247037896307,0.20060629699654825,15D
Simple-smoothing,dataset_outliers_log,0.295681742338383,0.14967340596925913,0.22267757415382106,0.11858759196890717,0.025490744275900895,0.07203916812240403,15D
Simple-smoothing,dataset,7.765945502107576,91.48508776755362,49.625516634830596,3.409833287502039,18.10318745813023,10.756510372816134,ME
Simple-smoothing,dataset_outliers,7.765945502107576,91.48508776755362,49.625516634830596,3.409833287502039,18.10318745813023,10.756510372816134,ME
Simple-smoothing,dataset_outliers_l,7.765945502107576,91.48508776755362,49.625516634830596,3.409833287502039,18.10318745813023,10.756510372816134,ME
Simple-smoothing,dataset_outliers_generated,8.961754076260135,125.18896373394153,67.07535890510084,3.9846411845990817,25.125648931978777,14.555145058288929,ME
Simple-smoothing,dataset_outliers_diff1,1.2293969923453651,2.7657696007423693,1.9975832965438673,0.9890502378903583,1.5775922045135526,1.2833212212019554,ME
Simple-smoothing,dataset_outliers_diff2,1.6009453758348118,4.033936416592545,2.8174408962136783,1.5434376203674243,3.430756822713993,2.487097221540709,ME
Simple-smoothing,dataset_outliers_sqrt,0.7877597169310881,0.9651421940731864,0.8764509555021373,0.34798676283232954,0.19272394880402738,0.2703553558181785,ME
Simple-smoothing,dataset_outliers_log,0.32323204204853984,0.16746487908933608,0.24534846056893794,0.14422285343933144,0.0345831075955179,0.08940298051742468,ME
Exponential-smoothing,dataset,8.453491277671377,109.01551392994239,58.73450260380688,1.3126018850092516,2.9130497062951406,2.112825795652196,D
Exponential-smoothing,dataset_outliers,8.453491277671377,109.01551392994239,58.73450260380688,1.3126018850092516,2.9130497062951406,2.112825795652196,D
Exponential-smoothing,dataset_outliers_l,8.453491277671377,109.01551392994239,58.73450260380688,1.3126018850092516,2.9130497062951406,2.112825795652196,D
Exponential-smoothing,dataset_outliers_generated,7.688016458218634,98.85332663083491,53.27067154452678,1.881735545254755,7.5095447714072066,4.695640158330981,D
Exponential-smoothing,dataset_outliers_diff1,1.1970406457227327,2.6596601735413166,1.9283504096320248,1.3277187371817398,3.0830273067722254,2.2053730219769827,D
Exponential-smoothing,dataset_outliers_diff2,1.629161976619442,4.670638004105315,3.1498999903623783,1.7208622845868793,4.899599530009413,3.3102309072981457,D
Exponential-smoothing,dataset_outliers_sqrt,0.848686429118404,1.1322776815602038,0.9904820553393039,0.1345167073087539,0.03127029440464077,0.08289350085669733,D
Exponential-smoothing,dataset_outliers_log,0.3459595394126243,0.19611947110682235,0.2710395052597233,0.057083151125369394,0.006305290499726149,0.031694220812547774,D
Exponential-smoothing,dataset,7.695802543626032,92.49780071769162,50.096801630658824,2.3094817536973147,7.866886146457128,5.088183950077221,7D
Exponential-smoothing,dataset_outliers,7.695802543626032,92.49780071769162,50.096801630658824,2.3094817536973147,7.866886146457128,5.088183950077221,7D
Exponential-smoothing,dataset_outliers_l,7.695802543626032,92.49780071769162,50.096801630658824,2.3094817536973147,7.866886146457128,5.088183950077221,7D
Exponential-smoothing,dataset_outliers_generated,7.069223780938564,84.48306144899624,45.7761426149674,2.6565574824666482,12.23731427598953,7.446935879228089,7D
Exponential-smoothing,dataset_outliers_diff1,1.1040236442143394,2.062856319286391,1.5834399817503653,1.1360958994513684,2.325113059470272,1.73060447946082,7D
Exponential-smoothing,dataset_outliers_diff2,1.6221315856858602,4.559886158189251,3.0910088719375555,1.691672043228571,4.734816813428959,3.213244428328765,7D
Exponential-smoothing,dataset_outliers_sqrt,0.7756921086294464,0.9704774713495237,0.873084789989485,0.24057208693659543,0.09019706601815553,0.16538457647737548,7D
Exponential-smoothing,dataset_outliers_log,0.3164435304692928,0.16911951453765364,0.24278152250347323,0.10384832744424198,0.01896741830130627,0.061407872872774126,7D
Exponential-smoothing,dataset,6.9158049835145485,72.2436430079024,39.57972399570848,2.648538683876099,11.126518386714817,6.887528535295458,15D
Exponential-smoothing,dataset_outliers,6.9158049835145485,72.2436430079024,39.57972399570848,2.648538683876099,11.126518386714817,6.887528535295458,15D
Exponential-smoothing,dataset_outliers_l,6.9158049835145485,72.2436430079024,39.57972399570848,2.648538683876099,11.126518386714817,6.887528535295458,15D
Exponential-smoothing,dataset_outliers_generated,6.767100565439364,73.76037236907447,40.26373646725692,3.1247872844211613,15.807631918476247,9.466209601448703,15D
Exponential-smoothing,dataset_outliers_diff1,1.3126628990013913,2.8360245004748093,2.0743436997381,1.1007577527006085,1.7485616535731787,1.4246597031368937,15D
Exponential-smoothing,dataset_outliers_diff2,1.5816794316243041,4.217609330041006,2.8996443808326546,1.3397237549667094,2.8198920978036766,2.079807926385193,15D
Exponential-smoothing,dataset_outliers_sqrt,0.7096984450699096,0.8013646478129031,0.7555315464414063,0.2760101236141334,0.12520247037896307,0.20060629699654825,15D
Exponential-smoothing,dataset_outliers_log,0.295681742338383,0.14967340596925913,0.22267757415382106,0.11858759196890717,0.025490744275900895,0.07203916812240403,15D
Exponential-smoothing,dataset,7.765945502107576,91.48508776755362,49.625516634830596,3.409833287502039,18.10318745813023,10.756510372816134,ME
Exponential-smoothing,dataset_outliers,7.765945502107576,91.48508776755362,49.625516634830596,3.409833287502039,18.10318745813023,10.756510372816134,ME
Exponential-smoothing,dataset_outliers_l,7.765945502107576,91.48508776755362,49.625516634830596,3.409833287502039,18.10318745813023,10.756510372816134,ME
Exponential-smoothing,dataset_outliers_generated,8.961754076260135,125.18896373394153,67.07535890510084,3.9846411845990817,25.125648931978777,14.555145058288929,ME
Exponential-smoothing,dataset_outliers_diff1,1.2293969923453651,2.7657696007423693,1.9975832965438673,0.9890502378903583,1.5775922045135526,1.2833212212019554,ME
Exponential-smoothing,dataset_outliers_diff2,1.6009453758348118,4.033936416592545,2.8174408962136783,1.5434376203674243,3.430756822713993,2.487097221540709,ME
Exponential-smoothing,dataset_outliers_sqrt,0.7877597169310881,0.9651421940731864,0.8764509555021373,0.34798676283232954,0.19272394880402738,0.2703553558181785,ME
Exponential-smoothing,dataset_outliers_log,0.32323204204853984,0.16746487908933608,0.24534846056893794,0.14422285343933144,0.0345831075955179,0.08940298051742468,ME
Sarima,dataset,6.485356153999987,55.321587356714616,30.9034717553573,3.7251981074344784,20.075580655426833,11.900389381430656,D
Sarima,dataset_outliers,6.485356153999987,55.321587356714616,30.9034717553573,3.7251981074344784,20.075580655426833,11.900389381430656,D
Sarima,dataset_outliers_l,6.485356153999987,55.321587356714616,30.9034717553573,3.7251981074344784,20.075580655426833,11.900389381430656,D
Sarima,dataset_outliers_generated,6.58945384982074,57.53768342031812,32.06356863506943,4.142533417171895,25.262947484457676,14.702740450814785,D
Sarima,dataset_outliers_diff1,1.19620164860705,2.6560909914431927,1.9261463200251212,1.3090979157923706,2.91277717768615,2.1109375467392604,D
Sarima,dataset_outliers_diff2,1.6306380710023478,4.667894378053511,3.1492662245279295,1.337837461611001,3.127272105332362,2.2325547834716817,D
Sarima,dataset_outliers_sqrt,0.671355017396572,0.607967867757592,0.639661442577082,0.38797925154862456,0.22789846238405662,0.3079388569663406,D
Sarima,dataset_outliers_log,0.28346380059730136,0.1119181081154578,0.19769095435637957,0.16604882513895286,0.044664982055054286,0.10535690359700357,D
Sarima,dataset,6.192045260181183,50.132874090730475,28.16245967545583,3.6790694131312285,21.708254318977975,12.693661866054601,7D
Sarima,dataset_outliers,6.192045260181183,50.132874090730475,28.16245967545583,3.6790694131312285,21.708254318977975,12.693661866054601,7D
Sarima,dataset_outliers_l,6.192045260181183,50.132874090730475,28.16245967545583,3.6790694131312285,21.708254318977975,12.693661866054601,7D
Sarima,dataset_outliers_generated,6.4142011081733346,55.66294019365536,31.038570650914348,3.7179323782035336,22.414273059961356,13.066102719082444,7D
Sarima,dataset_outliers_diff1,1.1084504031979132,2.0788210953666395,1.5936357492822764,1.1248441927936255,2.3086350376206326,1.716739615207129,7D
Sarima,dataset_outliers_diff2,1.6379628523578091,4.588712764163383,3.1133378082605963,1.6825529611068621,4.624834634611984,3.153693797859423,7D
Sarima,dataset_outliers_sqrt,0.642574303564202,0.5485955300116688,0.5955849167879355,0.38641390917580554,0.2537346457511318,0.32007427746346867,7D
Sarima,dataset_outliers_log,0.27226559670194006,0.10047393409748527,0.18636976539971267,0.16830872322979668,0.05245119391073978,0.11037995857026822,7D
Sarima,dataset,5.27614998460051,38.35672046281876,21.816435223709632,3.887115792851016,24.877055834552262,14.38208581370164,15D
Sarima,dataset_outliers,5.27614998460051,38.35672046281876,21.816435223709632,3.887115792851016,24.877055834552262,14.38208581370164,15D
Sarima,dataset_outliers_l,5.27614998460051,38.35672046281876,21.816435223709632,3.887115792851016,24.877055834552262,14.38208581370164,15D
Sarima,dataset_outliers_generated,6.396823279458701,53.72579077459329,30.061307027025997,4.271501743902659,27.672597888766816,15.972049816334739,15D
Sarima,dataset_outliers_diff1,1.3325268218393254,2.859287937460598,2.0959073796499617,1.0456923667682259,1.6746687910202163,1.3601805788942212,15D
Sarima,dataset_outliers_diff2,1.573931635253893,4.310512552830998,2.9422220940424455,1.3258370297191426,2.666104376972771,1.9959707033459568,15D
Sarima,dataset_outliers_sqrt,0.5508346476029338,0.4270280608262883,0.48893135421461104,0.40918590118269793,0.2879809059114198,0.34858340354705886,15D
Sarima,dataset_outliers_log,0.23666847776924696,0.08134670351513,0.15900759064218847,0.1784610409205195,0.0577363966786905,0.11809871879960501,15D
Sarima,dataset,5.369708559404607,39.223996681200155,22.29685262030238,3.757571782388815,21.5385006545112,12.648036218450008,ME
Sarima,dataset_outliers,5.369708559404607,39.223996681200155,22.29685262030238,3.757571782388815,21.5385006545112,12.648036218450008,ME
Sarima,dataset_outliers_l,5.369708559404607,39.223996681200155,22.29685262030238,3.757571782388815,21.5385006545112,12.648036218450008,ME
Sarima,dataset_outliers_generated,6.1552104607133415,57.62025423050836,31.88773234561085,4.172631832928758,26.64355522717525,15.408093530052003,ME
Sarima,dataset_outliers_diff1,1.3569189683336842,3.136368417378566,2.246643692856125,0.9357200109066832,1.442640143334793,1.1891800771207381,ME
Sarima,dataset_outliers_diff2,1.7916376291251792,5.04221222200694,3.4169249255660596,1.5916910681837229,3.4390389108594923,2.5153649895216077,ME
Sarima,dataset_outliers_sqrt,0.5588453792336161,0.43166102812981727,0.49525320368171666,0.38050261680728586,0.2287918151502587,0.3046472159787723,ME
Sarima,dataset_outliers_log,0.23656907068790414,0.07867040614339059,0.15761973841564736,0.15629116383767377,0.04044453855685939,0.09836785119726658,ME
