Algorithm,Dataset,MAE,MSE,Score,MAE-train,MSE-train,Score-train,Seasonal-value
Sarima,dataset_outliers_log,0.2462606368453445,0.08960556304370616,0.16793309994452532,0.15181494464137904,0.03611680623954559,0.09396587544046231,D
Sarima,dataset,5.461471353646392,38.36969460319834,21.915582978422364,3.0442112987090635,15.592991716193264,9.318601507451163,7D
Sarima,dataset_outliers,5.461471353646392,38.36969460319834,21.915582978422364,3.0442112987090635,15.592991716193264,9.318601507451163,7D
Sarima,dataset_outliers_l,4.8497280952703505,31.452402926549055,18.151065510909703,2.9581371976784627,14.474336764277275,8.716236980977868,7D
Sarima,dataset_outliers_generated,5.532975018124073,40.726013406017174,23.129494212070625,3.217521672462217,16.847293384519016,10.032407528490616,7D
Sarima,dataset_outliers_diff1,1.0818429606151314,2.1115219941250647,1.596682477370098,1.1388767667929451,2.199798665703593,1.6693377162482692,7D
Sarima,dataset_outliers_diff2,1.628289876311468,4.652379002126462,3.1403344392189654,1.5837561858588416,4.2933048409237955,2.9385305133913184,7D
Sarima,dataset_outliers_sqrt,0.578149031112656,0.44332103126428674,0.5107350311884714,0.3495392950968465,0.21065652337727853,0.2800979092370625,7D
Sarima,dataset_outliers_log,0.2417368110604379,0.08188036357861031,0.1618085873195241,0.16959859978026173,0.051817219005999435,0.11070790939313058,7D
Sarima,dataset,4.5302637229822285,28.761638484528692,16.64595110375546,3.3506743759545494,17.04811007467588,10.199392225315215,15D
Sarima,dataset_outliers,4.5302637229822285,28.761638484528692,16.64595110375546,3.3506743759545494,17.04811007467588,10.199392225315215,15D
Sarima,dataset_outliers_l,4.433331655344984,27.49746444051901,15.965398047931998,3.3999882185388524,17.88471001817253,10.64234911835569,15D
Sarima,dataset_outliers_generated,5.852637024030154,45.21569342484132,25.534165224435736,3.8773785980644773,21.776320649828797,12.826849623946638,15D
Sarima,dataset_outliers_diff1,1.3373303227233397,2.9945258151087772,2.1659280689160587,0.9887832069745004,1.4992067070119535,1.243994956993227,15D
Sarima,dataset_outliers_diff2,1.5176399854291196,3.9714157914877157,2.7445278884584177,1.2507718119794067,2.3907016196254274,1.820736715802417,15D
Sarima,dataset_outliers_sqrt,0.5757220603818524,0.4662240382197945,0.5209730493008234,0.4156493133670812,0.2499890671037397,0.33281919023541046,15D
Sarima,dataset_outliers_log,0.24332220872825822,0.08522699499095795,0.16427460185960807,0.18201955696996935,0.050417815864311065,0.11621868641714021,15D
Sarima,dataset,3.97588385103304,21.056404284882255,12.516144067957647,2.7599475133846987,11.054217973442698,6.9070827434136985,ME
Sarima,dataset_outliers,3.97588385103304,21.056404284882255,12.516144067957647,2.7599475133846987,11.054217973442698,6.9070827434136985,ME
Sarima,dataset_outliers_l,2.8980710509499295,12.248735899526864,7.573403475238397,2.4790188768165233,8.986341666017626,5.732680271417075,ME
Sarima,dataset_outliers_generated,5.404189978456679,46.058636356297654,25.731413167377166,3.501018068541605,18.919569857373055,11.21029396295733,ME
Sarima,dataset_outliers_diff1,1.2315905925353985,2.674431889392367,1.9530112409638827,0.8455741237372174,1.2406636276868632,1.0431188757120404,ME
Sarima,dataset_outliers_diff2,1.6402731446842327,4.145196541372151,2.892734843028192,1.415209122690715,2.897181906134433,2.156195514412574,ME
Sarima,dataset_outliers_sqrt,0.5184302981652111,0.37569297161732074,0.44706163489126594,0.4125536099974094,0.23386946017082194,0.3232115350841157,ME
Sarima,dataset_outliers_log,0.2383479820136187,0.08327359170169224,0.16081078685765549,0.2119576298570772,0.06288744373114591,0.13742253679411154,ME
